author_id,mod_name,Full_Name,GitHub_Username,URL,GitHub_Followers,gh_matched_names,EIP_Num1,EIP_Num2,Status,tw_matched_names,extra_in_twitter,extra_in_gh,co_matched_names,extra_in_co
649,benfusek,Ben Fusek,bfusek,https://github.com/bfusek,n/a,"",6065,,Missing,,,,,
650,bendifrancesco,Ben DiFrancesco,apbendi,https://github.com/apbendi,128,"",6538,,Missing,,,,,
651,baselabs,Base Labs,Base-Labs,https://github.com/Base-Labs,n/a,"",6051,,Missing,,,,,
652,baptistevauthey,Baptiste Vauthey,thabaptiser,https://github.com/thabaptiser,3,"",3455,,Missing,,,,,
653,artemchystiakov,Artem Chystiakov,arvolear,https://github.com/arvolear,26,"",6224,,Missing,,,,,
654,archiechang,Archie Chang,ArchieR7,https://github.com/ArchieR7,14,"",6672,,Missing,,,,,
655,andarranschlosberg,Arran Schlosberg,aschlosberg,https://github.com/aschlosberg,31,"",6464,,Missing,,,,,
656,alexandroskorpis,Alexandros Korpis,kourouta,https://github.com/kourouta,n/a,"",6123,,Missing,,,,,
657,adamegyed,Adam Egyed,adamegyed,https://github.com/adamegyed,53,"",6900,,Missing,,,,,
658,abderrahmenhanafi,Abderrahmen Hanafi,a6-dou,https://github.com/a6-dou,n/a,"",6865,,Missing,,,,,
659,zihaochen,Zihao Chen,zihaoccc,https://github.com/zihaoccc,5,"",4972,,Error,,,,,
660,weijiguo,Weiji Guo,weijiguo,https://github.com/weijiguo,5,"",5630,,Error,,,,,
661,gavinjohn,Gavin John,Pandapip1,https://github.com/Pandapip1,317,"",747,1046,Error,,,,,
662,chriswhinfrey,Chris Whinfrey,cwhinfrey,https://github.com/cwhinfrey,61,"",5164,,Error,,,,,
663,charlescunningham,Charles Cunningham,chunningham,https://github.com/chunningham,10,"",5573,,Error,,,,,
