eip_number,Title,Author,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,author1_id,author2_id,author3_id,author4_id,author5_id,author6_id,author7_id,author8_id,author9_id,author10_id,author11_id,author12_id,author13_id,author14_id,author15_id
1081,Standard Bounties,"Mark Beylin <[email protected]>, Kevin Owocki <[email protected]>, Ricardo Guilherme Schmidt (@3esmit)",Mark Beylin,Kevin Owocki,Ricardo Guilherme Schmidt,,,,,,,,,,,,,56,81.0,132.0,,,,,,,,,,,,
1087,Net gas metering for SSTORE operations,Nick Johnson (@arachnid),Nick Johnson,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,
1102,Opt-in account exposure,"Paul Bouchon <[email protected]>, Erik Marks (@rekmarks)",Paul Bouchon,Erik Marks,,,,,,,,,,,,,,57,167.0,,,,,,,,,,,,,
1109,PRECOMPILEDCALL opcode (Remove CALL costs for precompiled contracts),Jordi Baylina (@jbaylina),Jordi Baylina,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,
1129,Standardised DAPP announcements,Jan Turk (@ThunderDeliverer),Jan Turk,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,
1132,Extending ERC20 with token locking capability,nitika-goel <[email protected]>,nitika-goel,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,
1175,Wallet & shop standard for all tokens (erc20),Jet Lim (@Nitro888),Jet Lim,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,
1178,Multi-class Token Standard,Albert Chon <[email protected]>,Albert Chon,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,
1186,RPC-Method to get Merkle Proofs - eth_getProof,"Simon Jentzsch <[email protected]>, Christoph Jentzsch <[email protected]>",Simon Jentzsch,Christoph Jentzsch,,,,,,,,,,,,,,69,317.0,,,,,,,,,,,,,
1203,ERC-1203 Multi-Class Token Standard (ERC-20 Extension),"Jeff Huang <[email protected]>, Min Zu <[email protected]>",Jeff Huang,Min Zu,,,,,,,,,,,,,,72,320.0,,,,,,,,,,,,,
1207,DAuth Access Delegation Standard,"Xiaoyu Wang (@wxygeek), Bicong Wang (@Wangbicong)",Xiaoyu Wang,Bicong Wang,,,,,,,,,,,,,,73,321.0,,,,,,,,,,,,,
1227,Defuse Difficulty Bomb and Reset Block Reward,SmeargleUsedFly (@SmeargleUsedFly),SmeargleUsedFly,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,
1261,Membership Verification Token (MVT),"Chaitanya Potti (@chaitanyapotti), Partha Bhattacharya (@pb25193)",Chaitanya Potti,Partha Bhattacharya,,,,,,,,,,,,,,75,322.0,,,,,,,,,,,,,
1276,Eliminate Difficulty Bomb and Adjust Block Reward on Constantinople Shift,EOS Classic (@eosclassicteam),EOS Classic,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,
1285,Increase Gcallstipend gas in the CALL opcode,"Ben Kaufman <[email protected]>, Adam Levi <[email protected]>",Ben Kaufman,Adam Levi,,,,,,,,,,,,,,79,324.0,,,,,,,,,,,,,
1295,Modify Ethereum PoW Incentive Structure and Delay Difficulty Bomb,Brian Venturo (@atlanticcrypto),Brian Venturo,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,
1319,Smart Contract Package Registry Interface,"Piper Merriam <[email protected]>, Christopher Gewecke <[email protected]>, g. nicholas d'andrea <[email protected]>, Nick Gheorghita (@njgheorghita)",Piper Merriam,Christopher Gewecke,g. nicholas d'andrea,Nick Gheorghita,,,,,,,,,,,,17,325.0,59.0,154.0,,,,,,,,,,,
1337,Subscriptions on the blockchain,"Kevin Owocki <[email protected]>, Andrew Redden <[email protected]>, Scott Burke <[email protected]>, Kevin Seagraves <[email protected]>, Luka Kacil <[email protected]>, tefan imec <[email protected]>, Piotr Kosi?ski (@kosecki123), ankit raj <[email protected]>, John Griffin <[email protected]>, Nathan Creswell <[email protected]>",Kevin Owocki,Andrew Redden,Scott Burke,Kevin Seagraves,Luka Kacil,Stefan Simec,Piotr Kosinski,ankit raj,John Griffin,Nathan Creswell,,,,,,81,326.0,441.0,510.0,549.0,569.0,577.0,581.0,583.0,585.0,,,,,
1352,Specify restricted address range for precompiles/system contracts,Alex Beregszaszi (@axic),Alex Beregszaszi,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,
1380,Reduced gas cost for call to self,"Alex Beregszaszi (@axic), Jacques Wagener (@jacqueswww)",Alex Beregszaszi,Jacques Wagener,,,,,,,,,,,,,,11,329.0,,,,,,,,,,,,,
1386,Attestation management contract,"Weiwu Zhang <[email protected]>, James Sangalli <[email protected]>",Weiwu Zhang,James Sangalli,,,,,,,,,,,,,,40,306.0,,,,,,,,,,,,,
1387,Merkle Tree Attestations with Privacy enabled,"Weiwu Zhang <[email protected]>, James Sangalli <[email protected]>",Weiwu Zhang,James Sangalli,,,,,,,,,,,,,,40,306.0,,,,,,,,,,,,,
1388,Attestation Issuers Management List,"Weiwu Zhang <[email protected]>, James Sangalli <[email protected]>",Weiwu Zhang,James Sangalli,,,,,,,,,,,,,,40,306.0,,,,,,,,,,,,,
1417,Poll Standard,"Chaitanya Potti (@chaitanyapotti), Partha Bhattacharya (@pb25193)",Chaitanya Potti,Partha Bhattacharya,,,,,,,,,,,,,,75,322.0,,,,,,,,,,,,,
1438,dApp Components (avatar) & Universal Wallet,Jet Lim (@Nitro888),Jet Lim,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,
1444,Localized Messaging with Signal-to-Text,"Brooklyn Zelenka (@expede), Jennifer Cooper (@jenncoop)",Brooklyn Zelenka,Jennifer Cooper,,,,,,,,,,,,,,44,330.0,,,,,,,,,,,,,
1450,ERC-1450 A compatible security token for issuing and trading SEC-compliant securities,"John Shiple (@johnshiple), Howard Marks <[email protected]>, David Zhang <[email protected]>",John Shiple,Howard Marks,David Zhang,,,,,,,,,,,,,85,331.0,442.0,,,,,,,,,,,,
1462,Base Security Token,"Maxim Kupriianov <[email protected]>, Julian Svirsky <[email protected]>",Maxim Kupriianov,Julian Svirsky,,,,,,,,,,,,,,86,332.0,,,,,,,,,,,,,
1470,Smart Contract Weakness Classification (SWC),Gerhard Wagner (@thec00n),Gerhard Wagner,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,
1474,Remote procedure call specification,"Paul Bouchon <[email protected]>, Erik Marks (@rekmarks)",Paul Bouchon,Erik Marks,,,,,,,,,,,,,,57,167.0,,,,,,,,,,,,,
1482,Define a maximum block timestamp drift,Maurelian (@Maurelian),Maurelian,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,
1484,Digital Identity Aggregator,"Anurag Angara <[email protected]>, Andy Chorlian <[email protected]>, Shane Hampton <[email protected]>, Noah Zinsmeister <[email protected]>",Anurag Angara,Andy Chorlian,Shane Hampton,Noah Zinsmeister,,,,,,,,,,,,88,333.0,443.0,511.0,,,,,,,,,,,
1485,TEthashV1,"trustfarm <[email protected]>, trustfarm <[email protected]>",trustfarm,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,
1491,Human Cost Accounting Standard (Like Gas but for humans),Iamnot Chris (@cohabo),Iamnot Chris,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,
1504,Upgradable Smart Contract,"Kaidong Wu <[email protected]>, Chuqiao Ren <[email protected]>, Ruthia He <[email protected]>, Yun Ma <[email protected]>, Xuanzhe Liu <[email protected]>",Kaidong Wu,Chuqiao Ren,Ruthia He,Yun Ma,Xuanzhe Liu,,,,,,,,,,,91,334.0,444.0,512.0,550.0,,,,,,,,,,
1523,Standard for Insurance Policies as ERC-721 Non Fungible Tokens,Christoph Mussenbrock (@christoph2806),Christoph Mussenbrock,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,
1571,EthereumStratum/2.0.0,"Andrea Lanfranchi (@AndreaLanfranchi), Pawel Bylica (@chfast), Marius Van Der Wijden (@MariusVanDerWijden)",Andrea Lanfranchi,Pawel Bylica,Marius Van Der Wijden,,,,,,,,,,,,,93,83.0,226.0,,,,,,,,,,,,
1577,contenthash field for ENS,"Dean Eigenmann <[email protected]>, Nick Johnson <[email protected].domains>",Dean Eigenmann,Nick Johnson,,,,,,,,,,,,,,43,10.0,,,,,,,,,,,,,
1581,Non-wallet usage of keys derived from BIP-32 trees,Michele Balistreri (@bitgamma),Michele Balistreri,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,
1588,Hardfork Meta: Ethereum ProgPoW,Ikmyeong Na (@naikmyeong),Ikmyeong Na,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,
1592,Address and ERC20-compliant transfer rules,"Cyril Lapinte <[email protected]>, Laurent Aapro <[email protected]>",Cyril Lapinte,Laurent Aapro,,,,,,,,,,,,,,96,335.0,,,,,,,,,,,,,
1613,Gas stations network,"Yoav Weiss <[email protected]>, Dror Tirosh <[email protected]>, Alex Forshtat <[email protected]>",Yoav Weiss,Dror Tirosh,Alex Forshtat,,,,,,,,,,,,,97,336.0,102.0,,,,,,,,,,,,
1616,Attribute Registry Standard,"0age (@0age), Santiago Palladino (@spalladino), Leo Arias (@elopio), Alejo Salles (@fiiiu), Stephane Gosselin (@thegostep)",0age,Santiago Palladino,Leo Arias,Alejo Salles,Stephane Gosselin,,,,,,,,,,,98,116.0,446.0,514.0,552.0,,,,,,,,,,
1620,Money Streaming,Paul Berg (@PaulRBerg),Paul Berg,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,
1633,Re-Fungible Token Standard (RFT),"Billy Rennekamp (@okwme), Dan Long <[email protected]>, Kiryl Yermakou <[email protected]>, Nate van der Ende <[email protected]>",Billy Rennekamp,Dan Long,Kiryl Yermakou,Nate van der Ende,,,,,,,,,,,,100,337.0,447.0,515.0,,,,,,,,,,,
1681,Temporal Replay Protection,Martin Holst Swende (@holiman),Martin Holst Swende,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
1702,Generalized Account Versioning Scheme,Wei Tang (@sorpaas),Wei Tang,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,
1710,URL Format for Web3 Browsers,Bruno Barbieri (@brunobar79),Bruno Barbieri,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,
1753,Smart Contract Interface for Licences,"Lucas Cullen (@BitcoinBrisbane), Kai Yeung (@CivicKai), Anna Crowley <[email protected]>, Caroline Marshall <[email protected]>, Katrina Donaghy <[email protected]>",Lucas Cullen,Kai Yeung,Anna Crowley,Caroline Marshall,Katrina Donaghy,,,,,,,,,,,104,338.0,448.0,516.0,553.0,,,,,,,,,,
1761,Scoped Approval Interface,"Witek Radomski <[email protected]>, Andrew Cooke <[email protected]>, James Therien <[email protected]>, Eric Binet <[email protected]>",Witek Radomski,Andrew Cooke,James Therien,Eric Binet,,,,,,,,,,,,64,315.0,449.0,517.0,,,,,,,,,,,
1767,GraphQL interface to Ethereum node data,"Nick Johnson (@arachnid), Raúl Kripalani (@raulk), Kris Shinn (@kshinn)",Nick Johnson,Raúl Kripalani,Kris Shinn,,,,,,,,,,,,,10,339.0,450.0,,,,,,,,,,,,
1775,"App Keys, application specific wallet accounts","Vincent Eli (@Bunjin), Dan Finlay (@DanFinlay)",Vincent Eli,Dan Finlay,,,,,,,,,,,,,,105,31.0,,,,,,,,,,,,,
1803,Rename opcodes for clarity,Alex Beregszaszi (@axic),Alex Beregszaszi,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,
1812,Ethereum Verifiable Claims,Pelle Braendgaard (@pelle),Pelle Braendgaard,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,
1822,Universal Upgradeable Proxy Standard (UUPS),"Gabriel Barros <[email protected]>, Patrick Gallagher <[email protected]>",Gabriel Barros,Patrick Gallagher,,,,,,,,,,,,,,106,340.0,,,,,,,,,,,,,
1829,Precompile for Elliptic Curve Linear Combinations,Remco Bloemen <[email protected]>,Remco Bloemen,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,
1844,ENS Interface Discovery,Nick Johnson (@arachnid),Nick Johnson,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,
1872,Ethereum Network Upgrade Windows,Danno Ferrin (@shemnon),Danno Ferrin,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,
1895,Support for an Elliptic Curve Cycle,Alexandre Belling <[email protected]>,Alexandre Belling,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,
1900,dType - Decentralized Type System for EVM,"Loredana Cirstea (@loredanacirstea), Christian Tzurcanu (@ctzurcanu)",Loredana Cirstea,Christian Tzurcanu,,,,,,,,,,,,,,111,341.0,,,,,,,,,,,,,
1901,Add OpenRPC Service Discovery To JSON-RPC Services,"Shane Jonas (@shanejonas), Zachary Belford (@belfordz)",Shane Jonas,Zachary Belford,,,,,,,,,,,,,,112,342.0,,,,,,,,,,,,,
1921,dType Functions Extension,"Loredana Cirstea (@loredanacirstea), Christian Tzurcanu (@ctzurcanu)",Loredana Cirstea,Christian Tzurcanu,,,,,,,,,,,,,,111,341.0,,,,,,,,,,,,,
1922,zk-SNARK Verifier Standard,"Michael Connor <[email protected]>, Chaitanya Konda <[email protected]>, Duncan Westland <[email protected]>",Michael Connor,Chaitanya Konda,Duncan Westland,,,,,,,,,,,,,113,343.0,452.0,,,,,,,,,,,,
1923,zk-SNARK Verifier Registry Standard,"Michael Connor <[email protected]>, Chaitanya Konda <[email protected]>, Duncan Westland <[email protected]>",Michael Connor,Chaitanya Konda,Duncan Westland,,,,,,,,,,,,,113,343.0,452.0,,,,,,,,,,,,
1930,CALLs with strict gas semantic. Revert if not enough gas available.,Ronan Sandford (@wighawag),Ronan Sandford,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,
1948,Non-fungible Data Token,"Johann Barbie (@johannbarbie), Ben Bollen <[email protected]>, pinkiebell (@pinkiebell)",Johann Barbie,Ben Bollen,pinkiebell,,,,,,,,,,,,,114,344.0,181.0,,,,,,,,,,,,
1959,New Opcode to check if a chainID is part of the history of chainIDs,Ronan Sandford (@wighawag),Ronan Sandford,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,
1962,EC arithmetic and pairings with runtime definitions,Alex Vlasov (@shamatar),Alex Vlasov,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,
1965,Method to check if a chainID is valid at a specific block Number,Ronan Sandford (@wighawag),Ronan Sandford,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,
1973,Scalable Rewards,"Lee Raj (@lerajk), Qin Jian (@qinjian)",Lee Raj,Qin Jian,,,,,,,,,,,,,,117,345.0,,,,,,,,,,,,,
1985,Sane limits for certain EVM parameters,"Alex Beregszaszi (@axic), Pawe? Bylica (@chfast)",Alex Beregszaszi,Pawel Bylica,,,,,,,,,,,,,,11,83.0,,,,,,,,,,,,,
1996,Holdable Token,"Julio Faura <[email protected]>, Fernando Paris <[email protected]>, Daniel Lehrner <[email protected]>",Julio Faura,Fernando Paris,Daniel Lehrner,,,,,,,,,,,,,118,121.0,119.0,,,,,,,,,,,,
2003,EVMC modules for implementations of precompiled contracts,"Pawe? Bylica (@chfast), Alex Beregszaszi (@axic)",Pawel Bylica,Alex Beregszaszi,,,,,,,,,,,,,,83,11.0,,,,,,,,,,,,,
2009,Compliance Service,Daniel Lehrner <[email protected]>,Daniel Lehrner,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,
2014,Extended State Oracle,Alex Beregszaszi (@axic),Alex Beregszaszi,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,
2018,Clearable Token,"Julio Faura <[email protected]>, Fernando Paris <[email protected]>, Daniel Lehrner <[email protected]>",Julio Faura,Fernando Paris,Daniel Lehrner,,,,,,,,,,,,,118,121.0,119.0,,,,,,,,,,,,
2019,Fundable Token,"Fernando Paris <[email protected]>, Julio Faura <[email protected]>, Daniel Lehrner <[email protected]>",Fernando Paris,Julio Faura,Daniel Lehrner,,,,,,,,,,,,,121,118.0,119.0,,,,,,,,,,,,
2020,E-Money Standard Token,"Julio Faura <[email protected]>, Fernando Paris <[email protected]>, Daniel Lehrner <[email protected]>",Julio Faura,Fernando Paris,Daniel Lehrner,,,,,,,,,,,,,118,121.0,119.0,,,,,,,,,,,,
2021,Payoutable Token,"Fernando Paris <[email protected]>, Julio Faura <[email protected]>, Daniel Lehrner <[email protected]>",Fernando Paris,Julio Faura,Daniel Lehrner,,,,,,,,,,,,,121,118.0,119.0,,,,,,,,,,,,
2026,State Rent H - Fixed Prepayment for accounts,Alexey Akhunov (@AlexeyAkhunov),Alexey Akhunov,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,
2027,State Rent C - Net contract size accounting,Alexey Akhunov (@AlexeyAkhunov),Alexey Akhunov,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,
2029,State Rent A - State counters contract,Alexey Akhunov (@AlexeyAkhunov),Alexey Akhunov,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,
2031,State Rent B - Net transaction counter,Alexey Akhunov (@AlexeyAkhunov),Alexey Akhunov,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,
2035,Stateless Clients - Repricing SLOAD and SSTORE to pay for block proofs,Alexey Akhunov (@AlexeyAkhunov),Alexey Akhunov,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,
2045,Particle gas costs for EVM opcodes,"Casey Detrio (@cdetrio), Alex Beregszaszi (@axic)",Casey Detrio,Alex Beregszaszi,,,,,,,,,,,,,,34,11.0,,,,,,,,,,,,,
2046,Reduced gas cost for static calls made to precompiles,Alex Beregszaszi (@axic),Alex Beregszaszi,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,
2069,Recommendation for using YAML ABI in ERCs/EIPs,Alex Beregszaszi (@axic),Alex Beregszaszi,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,
2070,Hardfork Meta: Berlin,Alex Beregszaszi (@axic),Alex Beregszaszi,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,
2157,dType Storage Extension - Decentralized Type System for EVM,"Loredana Cirstea (@loredanacirstea), Christian Tzurcanu (@ctzurcanu)",Loredana Cirstea,Christian Tzurcanu,,,,,,,,,,,,,,111,341.0,,,,,,,,,,,,,
2193,dType Alias Extension - Decentralized Type System,"Loredana Cirstea (@loredanacirstea), Christian Tzurcanu (@ctzurcanu)",Loredana Cirstea,Christian Tzurcanu,,,,,,,,,,,,,,111,341.0,,,,,,,,,,,,,
2242,Transaction Postdata,John Adler (@adlerjohn),John Adler,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,
2256,wallet_getOwnedAssets JSON-RPC Method,Loredana Cirstea (@loredanacirstea),Loredana Cirstea,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,
2304,Multichain address resolution for ENS,Nick Johnson <[email protected]>,Nick Johnson,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,
2327,BEGINDATA opcode,Martin Lundfall (@MrChico),Martin Lundfall,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,
2330,EXTSLOAD opcode,"Dominic Letz (@dominicletz), Santiago Palladino (@spalladino)",Dominic Letz,Santiago Palladino,,,,,,,,,,,,,,128,116.0,,,,,,,,,,,,,
2333,BLS12-381 Key Generation,Carl Beekhuizen <[email protected]>,Carl Beekhuizen,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,
2334,BLS12-381 Deterministic Account Hierarchy,Carl Beekhuizen <[email protected]>,Carl Beekhuizen,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,
2335,BLS12-381 Keystore,Carl Beekhuizen <[email protected]>,Carl Beekhuizen,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,
2378,EIPs Eligible for Inclusion,James Hancock (@MadeofTin),James Hancock,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,
2386,Ethereum 2 Hierarchical Deterministic Walletstore,Jim McDonald <[email protected]>,Jim McDonald,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,
2390,Geo-ENS,James Choncholas (@james-choncholas),James Choncholas,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,
2400,Transaction Receipt URI,"Ricardo Guilherme Schmidt (@3esmit), Eric Dvorsak (@yenda)",Ricardo Guilherme Schmidt,Eric Dvorsak,,,,,,,,,,,,,,132,348.0,,,,,,,,,,,,,
2470,Singleton Factory,Ricardo Guilherme Schmidt (@3esmit),Ricardo Guilherme Schmidt,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,
2474,Coinbase calls,Ricardo Guilherme Schmidt (@3esmit),Ricardo Guilherme Schmidt,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,
2477,Token Metadata Integrity,"Kristijan Sedlak (@xpepermint), William Entriken <[email protected]>, Witek Radomski <[email protected]>",Kristijan Sedlak,William Entriken,Witek Radomski,,,,,,,,,,,,,134,30.0,64.0,,,,,,,,,,,,
2488,Deprecate the CALLCODE opcode,Alex Beregszaszi (@axic),Alex Beregszaszi,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,
2494,Baby Jubjub Elliptic Curve,"Barry WhiteHat (@barryWhiteHat), Marta Bellés (@bellesmarta), Jordi Baylina (@jbaylina)",Barry WhiteHat,Marta Bellés,Jordi Baylina,,,,,,,,,,,,,136,350.0,36.0,,,,,,,,,,,,
2515,Implement Difficulty Freeze,James Hancock (@madeoftin),James Hancock,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,
2520,Multiple contenthash records for ENS,Filip tamcar (@filips123),Filip tamcar,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,
2525,ENSLogin,Hadrien Croubois (@amxx),Hadrien Croubois,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,
2537,Precompile for BLS12-381 curve operations,"Alex Vlasov (@shamatar), Kelly Olson (@ineffectualproperty)",Alex Vlasov,Kelly Olson,,,,,,,,,,,,,,115,139.0,,,,,,,,,,,,,
2539,BLS12-377 curve operations,Alex Vlasov (@shamatar),Alex Vlasov,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,
2542,New opcodes TXGASLIMIT and CALLGASLIMIT,Alex Forshtat <[email protected]>,Alex Forshtat,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,
2544,ENS Wildcard Resolution,"Nick Johnson (@arachnid), 0age (@0age)",Nick Johnson,0age,,,,,,,,,,,,,,10,98.0,,,,,,,,,,,,,
2566,Human Readable Parameters for Contract Function Execution,Joseph Stockermans (@jstoxrocky),Joseph Stockermans,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,
2569,Saving and Displaying Image Onchain for Universal Tokens,"Hua Zhang (@dgczhh), Yuefei Tan (@whtyfhas), Derek Zhou (@zhous), Ran Xing (@lemontreeran)",Hua Zhang,Yuefei Tan,Derek Zhou,Ran Xing,,,,,,,,,,,,141,352.0,455.0,520.0,,,,,,,,,,,
2583,Penalty for account trie misses,Martin Holst Swende (@holiman),Martin Holst Swende,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
2584,Trie format transition with overlay trees,Guillaume Ballet (@gballet),Guillaume Ballet,,,,,,,,,,,,,,,142,,,,,,,,,,,,,,
2593,Escalator fee market change for ETH 1.0 chain,Dan Finlay <[email protected]>,Dan Finlay,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,
2615,Non-Fungible Token with mortgage and rental functions,Kohshi Shiba <[email protected]>,Kohshi Shiba,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,
2645,Hierarchical Deterministic Wallet for Layer-2,"Tom Brand <[email protected]>, Louis Guthmann <[email protected]>",Tom Brand,Louis Guthmann,,,,,,,,,,,,,,144,353.0,,,,,,,,,,,,,
2657,Ephemeral Testnet Yolo,James Hancock (@madeoftin),James Hancock,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,
2666,Repricing of precompiles and Keccak256 function,Alex Vlasov (@shamatar),Alex Vlasov,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,
2680,Ethereum 2 wallet layout,Jim McDonald <[email protected]>,Jim McDonald,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,
2746,Rules Engine Standard,"Aaron Kendall (@jaerith), Juan Blanco (@juanfranblanco)",Aaron Kendall,Juan Blanco,,,,,,,,,,,,,,146,354.0,,,,,,,,,,,,,
2767,Contract Ownership Governance,"Soham Zemse (@zemse), Nick Mudge (@mudgen)",Soham Zemse,Nick Mudge,,,,,,,,,,,,,,147,16.0,,,,,,,,,,,,,
2770,Meta-Transactions Forwarder Contract,"Alex Forshtat (@forshtat), Dror Tirosh (@drortirosh)",Alex Forshtat,Dror Tirosh,,,,,,,,,,,,,,102,336.0,,,,,,,,,,,,,
2803,Rich Transactions,Micah Zoltu (@MicahZoltu),Micah Zoltu,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,
2831,Transaction Replacement Message Type,Gregory Markou (@GregTheGreek),Gregory Markou,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,
2844,Add DID related methods to the JSON-RPC,Joel Thorstensson (@oed),Joel Thorstensson,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,
2848,My Own Messages (MOM),Giuseppe Bertone (@Neurone),Giuseppe Bertone,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,
2876,Deposit contract and address standard,Jonathan Underwood (@junderw),Jonathan Underwood,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,
2917,Staking Reward Calculation,"Tony Carson <[email protected]>, Mehmet Sabir Kiraz <[email protected]>, Süleyman Karda? <[email protected]>",Tony Carson,Mehmet Sabir Kiraz,Suleman Kardas,,,,,,,,,,,,,151,357.0,456.0,,,,,,,,,,,,
2926,Chunk-Based Code Merkleization,"Sina Mahmoodi (@s1na), Alex Beregszaszi (@axic)",Sina Mahmoodi,Alex Beregszaszi,,,,,,,,,,,,,,152,11.0,,,,,,,,,,,,,
2935,Save historical block hashes in state,"Vitalik Buterin (@vbuterin), Tomasz Stanczak (@tkstanczak)",Vitalik Buterin,Tomasz Kajetan Stanczak,,,,,,,,,,,,,,1,244.0,,,,,,,,,,,,,
2936,EXTCLEAR Opcode For SELFDESTRUCTed contracts,William Morriss (@wjmelements),William Morriss,,,,,,,,,,,,,,,153,,,,,,,,,,,,,,
2937,SET_INDESTRUCTIBLE opcode,Vitalik Buterin (@vbuterin),Vitalik Buterin,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
2938,Account Abstraction,"Vitalik Buterin (@vbuterin), Ansgar Dietrichs (@adietrichs), Matt Garnett (@lightclient), Will Villanueva (@villanuevawill), Sam Wilson (@SamWilsn)",Vitalik Buterin,Ansgar Dietrichs,Matt Garnett,Will Villanueva,Sam Wilson,,,,,,,,,,,1,200.0,145.0,521.0,165.0,,,,,,,,,,
2942,EthPM URI Specification,"Nick Gheorghita (@njgheorghita), Piper Merriam (@pipermerriam), g. nicholas d'andrea (@gnidan), Benjamin Hauser (@iamdefinitelyahuman)",Nick Gheorghita,Piper Merriam,g. nicholas d'andrea,Ben Hauser,,,,,,,,,,,,154,17.0,59.0,554.0,,,,,,,,,,,
2970,IS_STATIC opcode,Vitalik Buterin (@vbuterin),Vitalik Buterin,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
2980,Swiss Compliant Asset Token,"Gianluca Perletti (@Perlets9), Alan Scarpellini (@alanscarpellini), Roberto Gorini (@robertogorini), Manuel Olivi (@manvel79)",Gianluca Perletti,Alan Scarpellini,Roberto Gorini,Manuel Olivi,,,,,,,,,,,,155,360.0,458.0,523.0,,,,,,,,,,,
2997,IMPERSONATECALL Opcode,Sergio Demian Lerner (@SergioDemianLerner),Sergio Demian Lerner,,,,,,,,,,,,,,,157,,,,,,,,,,,,,,
3000,Optimistic enactment governance standard,"Jorge Izquierdo (@izqui), Fabien Marino (@bonustrack)",Jorge Izquierdo,Fabien Marino,,,,,,,,,,,,,,42,362.0,,,,,,,,,,,,,
3005,Batched meta transactions,Matt (@defifuture),Matt,,,,,,,,,,,,,,,158,,,,,,,,,,,,,,
